"Factor ID","Internal SKU (Dutch)","Internal SKU (NOR)","Internal SKU (DE)","Meal Name","Meal Descriptor","Dutch name","Dutch Descriptor","Danish name","DE Name","BF Code","BF Name","Internal SKU Name","Internal Nordics SKU Name","Internal DE SKU Name","STATUS","STATUS NOTES","TOTAL PC1 COST","Last 3 Runs","US L3 Run Ratings","# of Ratings","LAST WEEK RAN","TOTAL TIMES RAN","MEAL WEIGHT (g)","CALORIES","FAT (g)","SAT FAT (g)","CARBS (g)","SUGARS (g)","FIBER (g)","PROTEIN (g)","SALT (g)","SPICY?","KETO","CALORIE SMART
(Caloriebewust)","CHEF'S CHOICE (not to tag)","VEGGIE","VEGAN","PROTEIN PLUS
(Eiwitrijk)","LACTOSE FREE","PORK FREE","PROTEIN TYPE","PROTEIN (GENERAL)","PROTEIN (TYPE)","SIDE 1","SIDE 2","SIDE 3","SIDE 4 / GARNISH","SEASONALITY","CUISINE","Reason for Slot + Details","CONTAINER","Cup","INGREDIENT COST","LABOR COST","PACKAGING COST","COMAN MARKUP","Import Scores Combined","BNL","NOR","Vegetable Quantity (Cooked)","Salmon","kJ","R&D type","Swedish name","DE","MAX MEAL COST","ENERGIE (kJ/100g)","ENERGY
(Kcal/100g)","FAT (g/100g)","SAT FAT (g/100g)","CARBS (g/100g)","SUGARS (g/100g)","FIBER (g/100g)","PROTEIN (g/100g)","SALT (g/100g)","Bonfait Testing Status"
"FE1320C","CON-40-151277-4","CON-00-151279-2","CON-00-151278-2","Ají Verde Salmon","with bell pepper quinoa, zucchini & corn","Zalm met Aji Verde-saus","met quinoa, rode paprika, courgette & mais","Laks med aji verde","Ají Verde Lachs","565196","HF Aji verde zalm","FA-NL Zam met Aji Verde-saus (FE1320)","FA-NO Laks med aji verde (FE1320)","FA-DE Ají Verde Lachs (FE1320)","Active","New meal","€6.40","","","","","TRUE","394","586.0","35.40","6.9","27.5","10.1","7.1","33.60","2.01","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Salmon","Salmon","Filet","Quinoa","Pepper Mix","Zucchini Diced","Corn Kernels","Year Round","Peruvian","","2 CT","TRUE","€4.50","€1.47","€0.44","€0.89","3.13","3.48","3.33","183","","2,445.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1351C","CON-40-151282-4","CON-00-151280-2","CON-00-151281-2","Cheddar & Red Pepper Chicken Thigh Pasta","with onions & mexican-style zucchini","Pasta met kippendij, cheddar & rode paprika","met ui & courgette in Mexicaanse stijl","Pulled chicken med pasta, cheddar og rød peberfrugt","Pasta mit Hähnchen, Cheddar und roter Paprika","565185","HF Pasta paprika cheddar saus","FA-NL Pasta met kippendij, cheddar & rode paprika (FE1351)","FA-NO Pulled chicken med pasta, cheddar og rød peberfrugt (FE1351)","FA-DE Pasta mit Hähnchen, Cheddar und roter Paprika (FE1351)","Active","New meal","€3.68","","","","","TRUE","369","482.0","25.90","12.6","28.0","9.1","5.4","32.00","2.01","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded chicken","Chicken","Pulled","Zucchini Diced","Pepper Mix","Pasta","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","€2.00","€1.28","€0.41","€0.89","3.18","3.17","3.31","155","","2,020.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4064A","CON-40-152009-4","CON-00-152026-2","CON-00-152024-2","Ginger Garlic Grilled Chicken","with Sesame Broccoli","Gember knoflook gegrilde kip","met sesam-broccoli","Grillet kylling med ingefær og hvidløg","Gegrilltes Hähnchen in Ingwer-Knoblauch-Marinade","565211","HF Gember knoflook kip","FA-NL Gember knoflook gegrilde kip (FE4064)","FA-NO Grillet kylling med ingefær og hvidløg (FE4064)","FA-DE Gegrilltes Hähnchen in Ingwer-Knoblauch-Marinade (FE4064)","Active","Fat is quite high, 47% of total calories.The guideline is =<40%. Therefore, a rework is required
Additionlly, F_ was updated and must be updated in the next spec as well","€4.53","","","","","TRUE","407","632.0","33.30","5.2","41.1","12.7","10.4","36.70","2.00","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Chicken breast","Chicken","Breast","Broccoli","Rice","Edamame","Other sauce","Year Round","Japanese","","2 CT","FALSE","€2.64","€1.49","€0.41","€0.89","3.24","3.25","3.19","118","","2,633.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE0384K","CON-40-152010-4","CON-00-152027-2","CON-00-152028-2","Chive & Garlic Chicken","with Creamy Cheddar Mash, Green beans & Mushrooms","Kip met bieslook en knoflook","met romige cheddar-aardappelpuree, sperziebonen en champignons","Kylling med purløg og hvidløg","Hähnchenbrust mit Schnittlauch und Knoblauch","565203","HF Kip cheddar-aardappelpuree","FA-NL Kip met bieslook en knoflook (FE0384)","FA-NO Kylling med purløg og hvidløg (FE0384)","FA-DE Hähnchenbrust mit Schnittlauch und Knoblauch (FE0384)","Active","Meal needs more vegetables for next run, and to get a CS tag, a lower sat fat content (=<12g)","€4.04","","","","","TRUE","371","519.0","32.60","14.0","21.8","5.6","7.1","31.50","2.02","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Mash","Green Beans","Mushrooms","Compound Butter","Year Round","American","","2 CT","FALSE","€2.35","€1.29","€0.41","€0.89","3.40","3.36","3.41","111","","2,173.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1439A","CON-40-154571-4","CON-00-155004-2","CON-00-154552-2","Tzatziki Salmon & Lemon Rice","with Balsamic Onions, Garlic Zucchini & Cauliflower","Zalm met tzatziki en citroenrijst","met balsamico-uien, courgette met knoflook en bloemkool","Laks med tzatziki og citronris","Tzatziki-Lachs & Zitronenreis","565236","HF Zalm met citroen rijst","FA-NL Zalm met tzatziki en citroenrijst (FE1439)","FA-NO Laks med tzatziki og citronris (FE1439)","FA-DE Tzatziki-Lachs & Zitronenreis (FE1439)","Active","","€6.15","","","","","TRUE","389","571.0","35.10","7.4","25.6","10.6","5.1","32.80","1.90","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Salmon","Salmon","Filet","Rice","Zucchini Half Moon","Cauliflower Florets","Cupped Sauce","Year Round","Greek","","2 CT","TRUE","€3.94","€1.78","€0.44","€0.89","3.11","3.20","3.02","167","","2,383.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0198D","CON-40-143710-4","CON-00-147826-2","CON-00-136638-3","Spicy chicken with jalapeño, lime and cheddar","with creamy cauliflower rice and coriander-cumin sauce","Pittige kipfilet met jalapeño, limoen en cheddar","met romige bloemkoolrijst en koriander-komijnsaus","Spicy kylling med jalapeño, lime og cheddar","Würziges Hähnchen mit Jalapeño, Limette und Cheddar","565043","HF Pitt. kipf+jalap,lim,chedda","FA-NL Pittige kipfilet met jalapeño, limoen en cheddar (FE0198)","FA-NO Spicy kylling med jalapeño, lime og cheddar (FE0198)","FA-DE Scharfes Hähnchen mit Jalapeño, Limette und Cheddar (FE0198)","Hold","Updated spec, the old version is still active and must be graveyarded from w49","€4.91","","","","","TRUE","353","507.0","36.20","19.8","12.3","8.5","4.9","31.30","1.65","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Creamy Sauce Base","Pepper Mix","Cauliflower Rice","Jalapeno slices","Year Round","Mexican","","2 CT","FALSE","€2.69","€0.97","€0.36","€0.89","3.40","3.36","3.43","151","","2,121.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE1465A","CON-40-152016-4","CON-00-152037-2","CON-00-152036-2","Caribbean Mango Salsa Salmon","with Pineapple Rice and Beans & Zucchini","Caribische stijl zalm met mangosalsa","met ananasrijst, bonen & courgette","Laks med mangosalsa i caribisk stil","Karibischer Lachs mit Mangosalsa","565198","HF Mango salsa zalm","FA-NL Caribische stijl zalm met mangosalsa (FE1465)","FA-NO Laks med mangosalsa i caribisk stil (FE1465)","FA-DE Karibischer Lachs mit Mangosalsa (FE1465)","Active","","€6.20","","","","","TRUE","404","606.0","34.10","6.4","36.1","14.4","8.4","33.20","2.01","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Salmon","Salmon","Fillet","Rice","Zucchini Diced","Black Beans","Other sauce","Year Round","Caribbean","","2 CT","FALSE","€4.51","€1.28","€0.41","€0.89","3.11","#REF!","#REF!","141","","2,530.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4065A","CON-40-152012-4","CON-00-152032-2","CON-00-152031-2","Spicy Beef & Black Bean Chili","with Cilantro Sweet Potatoes & Corn Salsa","Pittige chili met rundvlees en zwarte bonen","met koriander, zoete aardappel & maïs-salsa","Chili med oksekød og sorte bønner","Würziges Rindfleisch-Bohnen-Chili","565214","HF Pittige runder chili","FA-NL Pittige chili met rundvlees en zwarte bonen (FE4065)","FA-NO Chili med oksekød og sorte bønner (FE4065)","FA-DE Würziges Rindfleisch-Bohnen-Chili (FE4065)","Active","","€4.50","","","","","TRUE","424","664.0","36.30","10.8","48.0","15.6","12.1","30.70","2.04","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","Ground beef","Beef","Ground","Sweet Potato","Corn Kernels","Black Beans","Tomato Based Sauce","Year Round","American - Tex-Mex","","2 CT","FALSE","€2.61","€1.49","€0.41","€0.89","3.46","#REF!","#REF!","192","","2,772.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE1068A","CON-40-152013-4","CON-00-152034-2","CON-00-152033-2","Moroccan-style chicken thighs & tomato sauce","with herbed potatoes, green beans & tahini sauce","Marokkaanse stijl kippendij & tomatensaus","met kruidige aardappelen, sperziebonen & tahinisaus","Marokkansk-inspirerede kyllingeoverlår i tomatsauce","Marokkanisches Hähnchen in Tomatensauce","565192","HF Kip met kruidige aardappels","FA-NL Marokkaanse stijl kippendij & tomatensaus (FE1068)","FA-NO Marokkansk-inspirerede kyllingeoverlår i tomatsauce (FE1068)","FA-DE Marokkanisches Hähnchen in Tomatensauce (FE1068)","Hold","","€3.67","","","","","TRUE","409","482.0","25.50","6.9","28.3","11.0","9.1","30.50","2.01","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Shredded chicken","Chicken","Pulled","Sweet Potato","Green Beans","Tomato Based Sauce","Cupped Sauce","Year Round","Moroccan","","2 CT","TRUE","€1.81","€1.42","€0.44","€0.89","2.82","#REF!","#REF!","141","","2,013.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE0262C","CON-40-152014-4","CON-00-152040-2","CON-00-152035-2","Braised Beef Pasta & Roasted Red Pepper","with Roasted Green Beans","Macaroni met gestoofd rundvlees en rode paprika","met geroosterde sperziebonen met knoflook","Mac and Cheese med langtidsstegt oksekød og peberfrugt","Geschmorte Rindfleisch-Pasta & geröstete rote Paprika","565215","HF Pulled beef pasta kaasaus","FA-NL Macaroni met gestoofd rundvlees en rode paprika (FE0262)","FA-NO Mac and Cheese med langtidsstegt oksekød og peberfrugt (FE0262)","FA-DE Geschmortes Rind & Pasta mit gerösteter roter Paprika (FE0262)","Active","","€4.18","","","","","TRUE","394","640.0","31.90","15.5","40.4","11.6","9.4","43.30","2.03","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Shredded beef","Beef","Pulled","Pasta","Green Beans","Pepper Mix","Creamy Sauce Base","Year Round","","","2 CT","FALSE","€2.48","€1.29","€0.41","€0.89","3.30","3.40","3.06","136","","2,678.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE1731A","CON-40-154565-4","CON-00-154556-2","CON-00-154547-2","Citrus–Miso Salmon Bowl","with Sesame Green Beans & Ginger Rice","Citrus–miso zalm bowl","met sperziebonen met sesam & gemberrijst","Laksebowl med citrus-miso","Lachs-Bowl mit Zitrus-Miso","565221","HF Citrus-miso zalm bowl","FA-NL Citrus–miso zalm bowl (FE1731)","FA-NO Laksebowl med citrus-miso (FE1731)","FA-DE Lachs-Bowl mit Zitrus-Miso (FE1731)","Active","For rework, we need to look into the salt content, as well as the fat content","€6.35","","","","","TRUE","406","662.0","34.50","5.7","44.0","13.3","9.3","36.70","2.24","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Salmon","Salmon","Filet","Rice","Green Beans","Edamame","Other sauce","Year Round","Japanese","","2 CT","FALSE","€4.66","€1.28","€0.41","€0.89","3.21","3.23","3.11","121","","2,765.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE4009D","CON-40-143765-4","CON-00-147871-2","CON-00-137745-2","Salmon in mustard-dill sauce","with potato and spinach puree, carrot and green beans","Zalm in mosterd-dillesaus","met aardappel-spinaziepuree, wortel en sperziebonen","Laks i senneps-dild sauce","Lachs in Senf-Dill-Sauce","565064","HF Zalm in mosterd dillesaus","FA-NL Zalm in mosterd-dillesaus (FE4009)","FA-NO Laks i dild- og sennepssauce (FE4009)","FA-DE Lachs in Senf-Dill-Sauce (FE4009)","Active","","€5.40","","","","","TRUE","399","581.0","34.30","8.6","29.7","8.9","8.1","31.20","2.00","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Salmon","Salmon","Filet","Potato Non-Mash","Green Beans","Carrots","Creamy Sauce Base","Year Round","European","","2 CT","FALSE","€3.65","€1.22","€0.41","€0.89","3.35","3.35","3.32","133","","2,426.0","","","","","","Active","FALSE","FALSE","","","","","",""
"FE4067A","CON-40-152017-4","CON-00-152045-2","CON-00-152041-2","Honey Miso Chicken & Scallion Rice","with Roasted Carrots & Edamame","Honing-misokip","met rijst, geroosterde wortels & edamamebonen","Honning-miso kylling med ris og forårsløg","Honig-Miso-Hähnchen mit Frühlingszwiebelreis","565210","HF Honing miso kip","FA-NL Honing-misokip (FE4067)","FA-NO Honning-miso kylling med ris og forårsløg (FE4067)","FA-DE Honig-Miso-Hähnchen mit Frühlingszwiebelreis (FE4067)","Hold - Rework","Meal performance is low it must be completely reworked or graveyarded","€4.55","","","","","TRUE","399","531.0","18.30","3.1","50.9","18.7","10.1","36.00","2.04","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Diced chicken","Chicken","Pieces","Rice","Carrots","Edamame","Other sauce","Year Round","Japanese","","1 CT","FALSE","€2.77","€1.38","€0.41","€0.89","2.94","2.98","2.84","98","","2,224.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE1422A","CON-40-152019-4","CON-00-152043-2","CON-00-152042-2","Thai Style Yellow Curry Chicken & Ginger Rice","with Broccoli, Carrots & Chili-Lime Peanuts","Kip in Thaise stijl gele curry met gemberrijst","met broccoli, wortel & pinda’s met chili en limoen","Thai-inspireret gul karry med kylling og ingefærris","Thai-Style Curry Hähnchen mit Ingwerreis","565217","HF Gele curry kip en gember","FA-NL Kip in Thaise gele curry met gemberrijst (FE1422)","FA-NO Kylling i gul thai-curry med ingefærris (FE1422)","FA-DE Thai Curry Hähnchen mit Ingwerreis (FE1422)","Active","The vegetable content is now 119.23g. We can accept this for now, but it needs to be included in the rework. ","€5.06","","","","","TRUE","439","692.0","37.50","13.0","46.1","11.5","9.5","37.80","2.09","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Diced chicken","Chicken","Pieces","Rice","Broccoli","Other sauce","Nuts","Year Round","Thai","","2 CT","FALSE","€3.10","€1.55","€0.41","€0.89","3.51","#REF!","#REF!","119","","2,893.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE4068A","CON-40-155745-4","CON-00-155740-2","CON-00-155739-2","Balsamic-Glazed Chicken","with Squash Risotto & Brussels Sprouts","Kip met balsamico glazuur","met pompoenrisotto en spruitjes","Kylling med balsamico­sauce","Balsamico-Glasur Hähnchen","565243","HF Kipfilet balsamico glace","FA-NL Kip met balsamico glazuur (FE4068)","FA-NO Kylling med balsamico­sauce (FE4068)","FA-DE Balsamico-Glasur Hähnchen (FE4068)","Hold - Rework","Theres some room to increase salt content (1.82g)","€4.54","","","","","TRUE","419","525.0","19.90","6.5","52.1","16.1","4.6","30.60","1.82","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Risotto","Brussels Sprouts","Pumpkin ","Cupped Sauce","Year Round","Italian","","2 CT","TRUE","€2.77","€1.31","€0.46","€0.89","2.92","3.11","3.04","126","","2,211.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE4069A","CON-40-155744-4","CON-00-155741-2","CON-00-155742-2","Apple Cider & Dijon Chicken","with Baby Potatoes, Brussels Sprouts & Squash","Kip met appelazijn & dijonmosterd","met geroosterde aardappelen, spruitjes & pompoen","Kylling i æblecider-dijonsauce","Apfelwein- & Dijon-Senf-Hähnchen","565241","HF Kipfilet appel cider saus","FA-NL Kip met appelazijn & dijonmosterd (FE4069)","FA-NO Kylling i æblecider-dijonsauce (FE4069)","FA-DE Apfelwein- & Dijon-Senf-Hähnchen (FE4069)","Hold - Rework","","€4.62","","","","","TRUE","384","455.0","17.10","4.2","42.9","12.3","7.7","28.10","1.94","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Chicken breast","Chicken","Breast","Potato Non-Mash","Brussels Sprouts","Pumpkin ","Other sauce","Year Round","Canadian","","2 CT","FALSE","€2.96","€1.24","€0.42","€0.89","3.10","3.14","2.95","123","","1,908.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4070A","CON-40-155021-4","CON-00-155018-2","CON-00-155022-2","Herb-Grilled Chicken","with Goat Cheese Risotto & Roasted Butternut Squash","Gegrilde kip met kruiden","met geitenkaasrisotto en geroosterde pompoen","Grillkylling med urter","Gegrilltes Hähnchen mit Kräutern","565242","HF Kip met risotto geitenkaas","FA-NL Gegrilde kip met kruiden (FE4070)","FA-NO Grillkylling med urter (FE4070)","FA-DE Gegrilltes Hähnchen mit Kräutern (FE4070)","Active","","€4.01","","","","","TRUE","444","546.0","23.30","9.0","49.5","5.2","3.3","31.80","1.99","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Risotto","Pumpkin ","Peas","","Year Round","American","","2 CT","FALSE","€2.57","€1.02","€0.42","€0.89","3.18","3.28","3.18","129","","2,296.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE1698A","CON-40-154561-4","CON-00-154553-2","CON-00-154546-2","Chermoula Chicken & Lentils","with Sweet Potatoes & Zucchini","Kip met chermoula en linzen","met zoete aardappel & courgette","Kylling i chermoula-sauce med linser ","Chermoula-Hähnchen mit Linsen","565213","HF Kip chermoula en linzen","FA-NL Kip met chermoula en linzen (FE1698)","FA-NO Kylling i chermoula-sauce med linser (FE1698)","FA-DE Chermoula-Hähnchen mit Linsen (FE1698)","Active","Fat slightly on the higher end (30.5g = 45%) for athlete, but acceptable for this run! ","€4.76","","","","","TRUE","399","611.0","30.60","4.9","47.4","15.3","10.7","30.70","2.03","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Chicken breast","Chicken","Breast","Lentils","Zucchini Diced","Sweet Potato","Cupped Sauce","Year Round","Middle Eastern","","2 CT","TRUE","€2.91","€1.41","€0.44","€0.89","3.06","3.05","3.19","120","","2,551.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE1636A","CON-40-152209-4","CON-00-152208-2","CON-00-152205-2","Green Chile Chicken & Salsa Quinoa","with Zucchini, Fire-Roasted Tomatoes & Corn","Kip met groene chili en quinoa met salsa","met courgette, geroosterde tomaten & maïs","Chilensk inspireret kylling med salsa-quinoa","Grünes Chili-Hähnchen mit Quinoa-Salsa","565209","HF Quinoa witte bonen salsa","FA-NL Kip met groene chili en quinoa met salsa (FE1636)","FA-NO Chilensk inspireret kylling med salsa-quinoa (FE1636)","FA-DE Grünes Chili-Hähnchen mit Quinoa-Salsa (FE1636)","Active","","€4.39","","","","","TRUE","424","463.0","17.50","5.8","38.0","11.8","7.4","34.90","2.05","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Chicken breast","Chicken","Breast","Quinoa","Zucchini Diced","Corn Kernels","Other sauce","Year Round","American - Tex Mex","","2 CT","FALSE","€2.40","€1.59","€0.41","€0.89","3.39","3.47","3.26","172","","1,943.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4071A","CON-40-154560-4","CON-00-154554-2","CON-00-154545-2","Pulled Jerk Chicken & Rice","with Roasted Carrots & Mango Chutney","Pulled kip met jerk-kruiden en rijst","met geroosterde wortels & mango chutney","Pulled jerk chicken med ris","Pulled Jerk Chicken mit Reis","565219","HF Jerk chicken en rijst","FA-NL Pulled kip met jerk-kruiden en rijst (FE4071)","FA-NO Pulled jerk chicken med ris (FE4071)","FA-DE Pulled Jerk Chicken mit Reis (FE4071)","Active","Fat now 44%, acceptable for this run, ideally lower for next one","€4.08","","","","","TRUE","399","565.0","27.60","11.7","46.1","16.5","10.4","30.20","2.04","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","Shredded chicken","Chicken","Pulled","Rice","Sweet Potato","Cupped Sauce","Green onion","Year Round","Caribbean","","2 CT","TRUE","€1.82","€1.72","€0.44","€0.89","3.19","3.16","3.24","104","","2,360.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE1399A","CON-40-152020-4","CON-00-152046-2","CON-00-152044-2","Massaman Curry Chicken Breast","with Peanuts, Coriander Brown Rice & Mixed Veggies","Massaman-curry met kipfilet","met pinda’s, koriander-basmatirijst & gemengde groenten","Massaman-karry med kylling","Massaman-Curry-Hähnchenbrust","565216","HF Massaman curry kipfilet","FA-NL Massaman-curry met kipfilet (FE1399)","FA-NO Massaman-karry med kylling (FE1399)","FA-DE Massaman-Curry-Hähnchenbrust (FE1399)","Active","Ideally the salt content would be slightly lower for next run, now 2,06g","€4.60","","","","","TRUE","449","629.0","32.80","12.3","44.3","8.9","9.3","34.40","2.06","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","Chicken breast","Chicken","Breast","Rice","Carrots","Broccoli","Nuts","Year Round","Thai","","2 CT","FALSE","€2.40","€1.80","€0.41","€0.89","3.05","#REF!","#REF!","123","","2,634.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4075A","CON-40-155189-4","CON-00-155188-2","CON-00-155185-3","Sun-Dried Tomato Beef Ragu & Pasta","with Balsamic Green Beans & Peppers","Runder-ragù met zongedroogde tomaat en pasta","met balsamico-sperziebonen en paprika","Pasta med oksekødsragù og soltørrede tomater","Rinderragù mit sonnengetrockneten Tomaten und Pasta","565252","HF Tomato Beef Ragu & Pasta","FA-NL Runder-ragù met zongedroogde tomaat en pasta (FE4075)","FA-NO Pasta med oksekødsragù og soltørrede tomater (FE4075)","FA-DE Rinderragù mit sonnengetrockneten Tomaten und Pasta (FE4075)","Active","","€4.19","","","","","TRUE","384","607.0","29.30","12.5","51.1","8.7","9.2","30.70","1.99","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Ground beef","Beef","Ground","Pasta","Green Beans","Pepper Mix","Tomato Based Sauce","Year Round","Italian","","2 CT","FALSE","€2.42","€1.35","€0.41","€0.89","3.47","3.43","3.47","128","","2,538.0","","","","","","New","TRUE","FALSE","","","","","",""
"FE4039C","CON-40-143752-4","CON-00-147893-2","CON-00-137744-2","Salmon in creamy gochugaru sauce","with sesame-courgetti ","Zalm in romige gochugaru saus","met sesam-courgetti","Laks i cremet gochugaru sauce","Lachs in cremiger Gochugaru-Sauce","565102","HF Zalm romige gochugaru sa","FA-NL Zalm in romige gochugaru saus (FE4039)","FA-NO Laks i cremet gochugaru sauce (FE4039)","FA-DE Lachs in cremiger Gochugaru-Sauce (FE4039)","Active","Shifted to Maitre production","€7.17","","","","","TRUE","419","796.0","64.20","22.8","12.5","10.6","3.8","37.60","1.97","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Salmon","Salmon","Filet","Zucchini Noodles","Cherry Tomatoes","Green onion","Creamy Sauce Base","Year Round","Korean","","2 CT","FALSE","","","","€0.89","3.51","3.49","3.53","178","","3,310.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE4078A","CON-40-155466-4","CON-00-155386-2","CON-00-155385-2","Moussaka-Style Ground Beef, Eggplant & Bechamel","with Roasted Greek Vegetables & Chickpeas","Moussaka-stijl gehakt met aubergine & bechamelsaus","met geroosterde Griekse groenten & kikkererwten","Moussaka-style oksekød med aubergine & béchamel","Moussaka-Style Rinderhack mit Aubergine & Béchamel sauce","565247","HF Moussaka gehakt schotel","FA-NL Moussaka-stijl gehakt met aubergine & bechamelsaus (FE4078)","FA-NO Moussaka-inspireret oksekød med aubergine og béchamelsauce (FE4078)","FA-DE Moussaka-Style Rinderhack mit Aubergine & Béchamel sauce (FE4078)","Active","","€4.06","","","","","TRUE","414","565.0","29.50","12.9","38.8","17.7","9.1","30.30","2.25","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Ground beef","Beef","Ground","Aubergine","Potato Non-Mash","Chickpeas","Creamy Sauce Base","Year Round","Greek","","2 CT","FALSE","€2.36","€1.28","€0.42","€0.89","3.25","3.24","3.19","139","","2,366.0","","","","","","New","FALSE","FALSE","","","","","",""
"FE4044C","CON-40-143756-4","CON-00-147898-2","CON-00-136719-3","Salmon on tomato risotto","with green beans, pesto and ricotta ","Zalm op tomatenrisotto ","met sperziebonen, pesto en ricotta ","Laks på tomatrisotto","Lachs auf Tomatenrisotto","565104","HF Zalm op tomatenrisotto","FA-NL Zalm op tomatenrisotto (FE4044)","FA-NO Laks på tomatrisotto (FE4044)","FA-DE Lachs auf Tomatenrisotto (FE4044)","Active","Shifted to Maitre production","€6.38","","","","","TRUE","409","695.0","46.30","9.2","28.0","5.1","6.7","36.10","1.91","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","Salmon","Salmon","Filet","Risotto","Green Beans","Pesto","Cherry Tomatoes","Year Round","Italian","","2 CT","FALSE","","","","€0.89","3.22","3.20","3.16","171","","2,897.0","","","","","","Proven","FALSE","FALSE","","","","","",""
"FE4079A","CON-40-154563-4","CON-00-156138-2","CON-00-154548-2","Pulled Beef & Mushroom Cream Pasta","with Honey Roasted Carrots & Broccoli","Pulled beef met romige paddenstoelenpasta","met in honing geroosterde wortels en broccoli","Pulled beef med cremet svampepasta","Pulled Beef mit Pilzrahm-Pasta","565254","HF Pulled beef mushroom pasta","FA-NL Pulled beef met romige paddenstoelenpasta (FE4079)","FA-NO Pulled beef med cremet svampepasta (FE4079)","FA-DE Pulled Beef mit Pilzrahm-Pasta (FE4079)","Active","","€4.35","","","","","TRUE","404","554.0","23.50","9.5","45.3","10.5","9.0","35.30","2.00","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","Shredded beef","Beef","Pulled","Pasta","Green Beans","Mushrooms","Creamy Sauce Base","Year Round","American","","2 CT","FALSE","€2.48","€1.45","€0.41","€0.89","3.26","3.17","3.23","136","","2,323.0","","","","","","New","TRUE","FALSE","","","","","",""
