"","Slot","","Recipe Code","Recipe Name","","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W33","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W33","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W33","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W33","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W33","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W33","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W33","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W34","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W34","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W34","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W34","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W34","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W34","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W34","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W35","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W35","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W35","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W35","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W35","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W35","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W36","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W36","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W36","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W36","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W36","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W36","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W36","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W37","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W37","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W37","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W37","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W37","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W37","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W38","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W38","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","48"
"W38","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W38","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W38","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W38","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W38","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W39","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W39","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W39","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W39","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","48"
"W39","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W39","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W40","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","48"
"W40","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W40","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W40","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W40","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W40","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W40","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W41","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W41","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W41","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W41","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","48"
"W41","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","32"
"W41","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W41","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W42","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W42","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","304","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","48"
"W42","305","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","306","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","307","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","309","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","310","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","48"
"W42","311","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","312","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W42","313","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","314","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","315","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","32"
"W42","316","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","317","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W42","318","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"Week","Slot","","Recipe Code","Recipe Name","Recipe Name
English","Protein Type","Keto","Low Calorie","High Protein","","Recipe Score","Cost","Order","Order Amount"
"W43","301","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","TRUE","48"
"W43","302","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
"W43","303","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#DIV/0!","#N/A","FALSE","0"
